molecule_chembl_id,pIC50,smiles,ROMol
CHEMBL574588,7.47,Cc1ccc(-c2ccc3occ(-c4ccc([S@+](C)[O-])cc4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914580>
CHEMBL340776,7.47,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCOCCn1cc2c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914D00>
CHEMBL2071201,7.47,Cn1cc(Nc2ncc(Br)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914C40>
CHEMBL442802,7.47,CC(=O)NCCSc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914E80>
CHEMBL4648050,7.47,C=CC(=O)Nc1cccc(C2=C(c3cn(C(C)C)c4ncccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914AC0>
CHEMBL4288850,7.47,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCNc1c2c(nc3ccccc13)CCCC2,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914A60>
CHEMBL398621,7.46,Clc1ccccc1-c1cc(NCOc2cccnc2)n2ncc(Br)c2n1,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914B80>
CHEMBL2391100,7.46,CC(=O)Nc1cc(-c2nnc(SCc3ccccc3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914220>
CHEMBL4536012,7.46,CCc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914FA0>
CHEMBL1081128,7.46,COc1cccc(C2=C(c3cn(C)c4cc(C)ccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC579143A0>
CHEMBL3401130,7.46,Cn1c(N2CCO[C@H]3CCC[C@@H]32)nc(-c2ccncc2F)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914700>
CHEMBL522751,7.46,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(I)ccc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914B20>
CHEMBL260243,7.46,O=C(Nc1n[nH]c2cc(-c3ccoc3)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC57914040>
CHEMBL1081278,7.46,COc1cccc(N/N=C2\C(=O)NN=C2c2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC5790AE80>
CHEMBL574591,7.46,Cc1ccc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001CC5790A9A0>
CHEMBL574159,7.46,CC[S+]([O-])c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC5790AAC0>
CHEMBL495039,7.46,COc1cc(NCCCN)c2nccc(C)c2c1Oc1cccc(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC5790ACA0>
CHEMBL301138,7.46,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC5790AA60>
CHEMBL2386105,7.45,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)c(F)cc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC5790AB80>
CHEMBL2064520,7.44,COC(=O)c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC5790ABE0>
CHEMBL1940905,7.44,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCC1)CCO2,<rdkit.Chem.rdchem.Mol object at 0x000001CC5790AB20>
CHEMBL1241659,7.44,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCCc1ccc(s1)CCCn1cc2c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BE8E0>
CHEMBL3398203,7.44,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1cn(CCCn2ccnc2)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BE940>
CHEMBL549804,7.44,CCCCNc1nccc(-c2cc(C(=O)NCCCc3cccnc3)c(=O)[nH]n2)n1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BE9A0>
CHEMBL4875188,7.44,COc1ccccc1C1=C(Nc2cccc(C#N)c2)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEA00>
CHEMBL260663,7.44,O=C(Nc1n[nH]c2nc(-c3ccccc3O)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEA60>
CHEMBL324268,7.43,COc1ccccc1C1=C(c2cn(CCCN)c3ncccc23)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEAC0>
CHEMBL3410088,7.43,Cc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEB20>
CHEMBL392167,7.43,CN(C)c1nc2ccc1CCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CCC2,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEB80>
CHEMBL4787590,7.43,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEBE0>
CHEMBL1940906,7.43,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCO2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEC40>
CHEMBL4454448,7.42,Nc1ncc(-c2ccncc2)cc1/N=C/c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BECA0>
CHEMBL4764558,7.42,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccc(F)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BED00>
CHEMBL3093033,7.42,Cc1cccc(C(=O)CNc2nc(-c3ccncc3)cc(=O)n2C)c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BED60>
CHEMBL578628,7.42,CCS(=O)(=O)c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEDC0>
CHEMBL181464,7.42,CN(C)C(=O)N1CCn2cc(C3=C(c4ccn5ncccc45)C(=O)NC3=O)c3cccc(c32)C1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEE20>
CHEMBL3670690,7.42,O=C(NCc1ccccc1)Nc1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEE80>
CHEMBL3735061,7.41,O=C(NCC1CCN(CCc2ccccc2)CC1)c1n[nH]c2ccc(-c3cccnc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEEE0>
CHEMBL4645145,7.41,O=C(NC1CCS(=O)(=O)CC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEF40>
CHEMBL260231,7.41,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564BEFA0>
CHEMBL3093049,7.41,Cn1c(NCCC2CCCCC2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA040>
CHEMBL2064533,7.41,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA0A0>
CHEMBL4452444,7.41,NC(=O)c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA100>
CHEMBL1682345,7.41,c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA160>
CHEMBL1079967,7.41,COc1cccc(C2=NNC(=O)/C2=N\Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA1C0>
CHEMBL540245,7.41,O=C(NCc1ccc(Cl)cc1)c1cc(-c2ccc(O)c(F)c2)n[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA220>
CHEMBL4785004,7.41,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c2)nc1OCC1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA280>
CHEMBL1099276,7.4,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CN)c3ccccc3)cc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA2E0>
CHEMBL191384,7.4,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA340>
CHEMBL2386103,7.4,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)ccc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA3A0>
CHEMBL3969996,7.4,O=C1N/C(=N/c2ccccc2)S/C1=C\c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA400>
CHEMBL434729,7.4,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA460>
CHEMBL562089,7.4,O=C(CN1CCOCC1)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA4C0>
CHEMBL2177142,7.4,COc1cc(C2=C(c3c[nH]c4ccncc34)C(=O)NC2=O)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA520>
CHEMBL319467,7.4,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA580>
CHEMBL1940977,7.4,C[C@H]1COc2c(NCCCc3ccccc3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA5E0>
CHEMBL189288,7.4,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA640>
CHEMBL3735459,7.4,O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(Cl)c4Cl)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA6A0>
CHEMBL4638292,7.4,Nc1ncc(-c2ccccc2)nc1C(=O)Nc1cnccc1N1CCC(C(=O)O)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA700>
CHEMBL3736449,7.4,Cc1ccc(-c2ccc3[nH]nc(C(=O)NCC4CCN(CCc5ccccc5)CC4)c3c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA760>
CHEMBL321529,7.4,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCN(CCO)CCOCCn1cc2c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA7C0>
CHEMBL4746460,7.39,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA820>
CHEMBL4749327,7.39,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA880>
CHEMBL1099297,7.39,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CCN)c3ccccc3)cc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA8E0>
CHEMBL3401124,7.39,C[C@H]1CN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@H](C)CO1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA940>
CHEMBL255905,7.39,OC12CC3CC(C1)CC(Nc1nc(N[C@H]4CC[C@H](O)CC4)ncc1C(F)(F)F)(C3)C2,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AA9A0>
CHEMBL2386099,7.39,NCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)ccc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAA00>
CHEMBL2064536,7.39,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAA60>
CHEMBL523113,7.38,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc(Cl)ccc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAAC0>
CHEMBL584757,7.38,Cc1ccc(-c2ccc3occ(-c4ccc(S(C)(=O)=O)cc4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAB20>
CHEMBL4756997,7.38,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAB80>
CHEMBL261659,7.38,O=C(Nc1n[nH]c2cc(-c3ccc4[nH]ccc4c3)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AABE0>
CHEMBL1087380,7.38,Cn1cc(C2=C(c3cccnc3)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAC40>
CHEMBL406701,7.37,CCC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AACA0>
CHEMBL4753347,7.37,NC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAD00>
CHEMBL4514346,7.37,Cc1nc(-c2cccc(O)c2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAD60>
CHEMBL103628,7.37,CN1CCN(C)CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AADC0>
CHEMBL4078869,7.37,CC[C@@H]1CN(Cc2ccccc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAE20>
CHEMBL562157,7.36,Cc1cc(Nc2nc(Sc3ccc(Cl)cc3)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAE80>
CHEMBL3929715,7.36,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAEE0>
CHEMBL1834323,7.36,C[C@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAF40>
CHEMBL1082237,7.36,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001CC564AAFA0>
CHEMBL2048667,7.36,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccc(F)cc4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2040>
CHEMBL1081429,7.36,COc1ccc(C2=NNC(=O)/C2=N\Nc2ccccc2Cl)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B20A0>
CHEMBL1957946,7.36,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(C4CCCC4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2100>
CHEMBL514401,7.36,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2160>
CHEMBL1834117,7.35,Nc1c(F)c(NCCCn2ccnc2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B21C0>
CHEMBL3735835,7.35,O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4F)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2220>
CHEMBL3922494,7.35,COc1ccc(/C=C2\S/C(=N\Cc3ccccc3)NC2=O)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2280>
CHEMBL109944,7.35,COCCCn1cc(C2=C(c3ccccc3O)C(=O)NC2=O)c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B22E0>
CHEMBL1834114,7.35,Nc1c(F)c(NCCCc2ccccc2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2340>
CHEMBL4791089,7.35,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Cl)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B23A0>
CHEMBL3735079,7.35,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cnccc4OC)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2400>
CHEMBL1682347,7.35,Clc1ccccc1Cn1cc(-c2ccc3[nH]ncc3c2)nn1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2460>
CHEMBL1761791,7.35,Nc1nc(Nc2cccnc2)sc1C(=O)c1ccccc1F,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B24C0>
CHEMBL3891139,7.34,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2520>
CHEMBL1957958,7.34,CCN1CCN(C(=O)c2ccc(CCNC(=O)c3ccc(O)c4[nH]c(-c5cccs5)nc34)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2580>
CHEMBL4078643,7.34,C[C@@H]1CN(S(C)(=O)=O)CCN1c1nc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B25E0>
CHEMBL4794527,7.33,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCn1cc(COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2640>
CHEMBL4741219,7.33,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCc1cn(CCNc2c3c(nc4cc(Cl)ccc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B26A0>
CHEMBL1801633,7.33,O=C(CBr)C1=C(c2c[nH]c3ccccc23)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2700>
CHEMBL4564217,7.33,CC(=O)Nc1cc(-c2[nH]c(C(N)=O)nc2-c2ccc(F)cc2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2760>
CHEMBL4456432,7.33,NC(=O)c1ncc(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B27C0>
CHEMBL2048657,7.33,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccccc4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2820>
CHEMBL1834118,7.33,Nc1c(F)c(NCCNc2cccc3ccccc23)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2880>
CHEMBL489845,7.32,C=CCOc1ccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B28E0>
CHEMBL3652544,7.32,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(C2CCCC2)n1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2940>
CHEMBL337642,7.32,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCOCCOCCn1cc2c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B29A0>
CHEMBL1682354,7.32,Clc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2A00>
CHEMBL564459,7.32,Cc1cc(Nc2nc(Sc3cccc(Cl)c3Cl)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2A60>
CHEMBL599428,7.32,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2AC0>
CHEMBL1834326,7.31,CC1(C)COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2B20>
CHEMBL4067909,7.31,CC(=O)N1CCN(c2nc(-c3ccncn3)cc(=O)n2C)[C@H](C)C1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2B80>
CHEMBL4761297,7.31,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2BE0>
CHEMBL368193,7.31,C=Cn1cc(C2=C(c3nn(CCCN(C)C)c4ccccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2C40>
CHEMBL3960209,7.31,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1c[nH]cn1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2CA0>
CHEMBL1093079,7.31,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccc(CC)cc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2D00>
CHEMBL4559169,7.31,Nc1ncc(-c2ccccc2)cc1/N=C/c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2D60>
CHEMBL402932,7.31,O=C(O)c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2DC0>
CHEMBL4785551,7.31,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2cccc(Br)c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2E20>
CHEMBL362155,7.3,FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2E80>
CHEMBL365248,7.3,COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2EE0>
CHEMBL573257,7.3,Cc1ccc(-c2ccc3occ(-c4ccc(C(=O)O)cc4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2F40>
CHEMBL3661029,7.3,Fc1cnc2[nH]nc(Nc3cc(C(F)(F)F)cc(-c4ccccc4Cl)n3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564B2FA0>
CHEMBL434158,7.3,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccccc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D7040>
CHEMBL1957957,7.3,Cc1cn(CCCNC(=O)c2ccc(O)c3[nH]c(-c4cccs4)nc23)cn1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D70A0>
CHEMBL364587,7.3,CC(C)(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D7100>
CHEMBL189235,7.3,COc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D7160>
CHEMBL1682838,7.3,CCN(CC)c1cc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D71C0>
CHEMBL1077233,7.3,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccncc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D7220>
CHEMBL524059,7.3,O=C(O)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D7280>
CHEMBL1081447,7.3,COc1ccncc1C1=NNC(=O)/C1=N\Nc1ccc(N2CCOCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D72E0>
CHEMBL380946,7.3,CCCCNC(=O)N1Cc2n[nH]c(NC(=O)[C@@H](C)c3ccc4ccccc4c3)c2C1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D7340>
CHEMBL3735779,7.3,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4nc(C(=O)O)cs4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D73A0>
CHEMBL189352,7.3,COc1ccc2c(-c3ccnc(Nc4ccc(C#N)cc4)n3)cnn2n1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D7400>
CHEMBL188303,7.3,Cc1ccc2c(-c3ccnc(Nc4ccc(C(F)(F)F)cc4)n3)cnn2n1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D7460>
CHEMBL361038,7.3,Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3ccc(F)cc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D74C0>
CHEMBL1682849,7.29,COc1ccccc1C1CCN(c2cc(-c3ccncn3)cc(=O)n2C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D7520>
CHEMBL3950215,7.29,CCOc1cc(/C=C2\S/C(=N\Cc3ccccc3)NC2=O)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D7580>
CHEMBL3091546,7.29,Cn1c(N2CCOC(c3ccccc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D75E0>
CHEMBL565205,7.29,Cc1cc(Nc2nc(Oc3ccccc3)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D7640>
CHEMBL4791286,7.29,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCc1cn(-c2c3c(nc4ccccc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x000001CC564D76A0>
