molecule_chembl_id,pchembl_value,smiles,ROMol,MW,HBA,HBD,LogP,rule_of_five_conform
CHEMBL4568095,6.24,O=C(Nc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C94C80>,398.15428944800004,3,2,5.293300000000003,yes
CHEMBL1801635,6.24,COc1ccc(-n2cnc3cc(C(=O)CBr)ccc32)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C94CF0>,344.01603975600005,4,0,3.6117000000000026,yes
CHEMBL249530,6.24,Brc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C94D60>,379.04325754800004,5,1,4.165900000000002,yes
CHEMBL1957948,6.24,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4F)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C94DD0>,486.11733256,5,4,3.5577000000000014,yes
CHEMBL4592453,6.24,N=C1NC(=O)/C(=C\c2ccc(-c3ccc(Cl)c(Cl)c3)o2)S1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C94E40>,337.9683538559999,4,2,4.392070000000001,yes
CHEMBL183504,6.24,O=C(Nc1ncnc2oc(-c3ccc(F)cc3)cc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C94EB0>,297.09135484399997,4,1,3.3774000000000015,yes
CHEMBL3736418,6.24,COc1ccc2[nH]nc(C(=O)NCC3CCN(CCCNC(=O)c4ccccc4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C94F20>,449.242689852,5,3,2.833400000000001,yes
CHEMBL399139,6.24,O=C(NCCc1ccccc1)c1ccc(O)c2[nH]c(-c3ccccc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C94F90>,357.14772684800005,3,3,3.908000000000002,yes
CHEMBL3736396,6.24,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4C)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81040>,406.2368762,4,2,3.626520000000003,yes
CHEMBL1682357,6.24,c1ccc(Cc2cc(-c3ccc4[nH]ncc4c3)on2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C810B0>,275.105862036,3,1,3.8087000000000018,yes
CHEMBL4536515,6.24,Cc1c(-c2ccc(/C=C3/SC(=N)NC3=O)o2)ccc([N+](=O)[O-])c1C,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81120>,343.062676896,6,2,3.610310000000002,yes
CHEMBL4640300,6.23,COc1ccc(-c2cc(=O)c3c(OC)c([C@H]4O[C@H](C(=O)N[C@@H](C)C(F)(F)F)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81190>,613.17709544,11,4,2.0839999999999996,no
CHEMBL4566633,6.23,O=C1NC(=S)N/C1=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81200>,315.031376768,5,2,2.2,yes
CHEMBL1834110,6.22,Nc1c(F)c(NC2CCCCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81270>,377.15509797199996,5,3,3.6396000000000024,yes
CHEMBL5185897,6.22,COc1ccc(-c2cc(=O)c3c(OC)c([C@@H]4O[C@H](C(=O)N[C@H](C)C(F)(F)F)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C812E0>,613.17709544,11,4,2.0839999999999996,no
CHEMBL259998,6.22,NC1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81350>,327.125073256,4,2,3.0657000000000014,yes
CHEMBL560158,6.22,CC(=O)Nc1ccc(Sc2nc(Nc3cc[nH]n3)c3ccccc3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C813C0>,376.11063013200004,6,3,4.206100000000001,yes
CHEMBL3747661,6.22,COc1ccc(CNC(=O)Nc2nc(C)c(C(C)=O)s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81430>,319.09906240400005,5,2,2.984420000000001,yes
CHEMBL76941,6.22,C=CCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C814A0>,265.1215121,3,1,3.362000000000001,yes
CHEMBL2022418,6.22,OCC/N=c1\nc(-c2ccccc2)n(-c2ccccc2)s1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81510>,297.0935831,5,1,2.493800000000001,yes
CHEMBL2022416,6.22,Cc1n/c(=N\Cc2cccnc2)sn1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81580>,282.093917448,5,0,2.738120000000001,yes
CHEMBL2024362,6.22,N=c1nc(-c2ccccc2)n(-c2ccccc2)s1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C815F0>,253.067368352,4,1,3.0802700000000014,yes
CHEMBL250148,6.22,Brc1cnn2c(NCOc3cccnc3)cc(-c3ccccc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81660>,395.038172168,6,1,4.002200000000002,yes
CHEMBL1078426,6.21,Nc1nonc1-c1nc2ccccc2n1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C816D0>,277.096359972,6,1,2.6577,yes
CHEMBL430574,6.21,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81740>,248.094963004,1,2,3.3295000000000012,yes
CHEMBL132223,6.21,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCn1cc2c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C817B0>,443.15935415200005,8,1,1.9999999999999998,yes
CHEMBL3410102,6.21,O=C(Nc1cc(-c2ccc3ccccc3c2)ccn1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81820>,288.12626313199996,2,1,4.250300000000003,yes
CHEMBL182283,6.21,Cc1ccc(-c2cc3c(NC(=O)C4CC4)ncnc3o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81890>,293.11642672,4,1,3.5467200000000014,yes
CHEMBL184657,6.2,Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81900>,548.09509148,6,1,7.596320000000004,no
CHEMBL4071667,6.2,CN1CCN(c2nc(-c3ccncn3)cc(=O)n2C)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81970>,286.15420919599995,7,0,-0.010899999999999688,yes
CHEMBL4648047,6.2,O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C819E0>,354.148061196,4,1,4.436000000000003,yes
CHEMBL188205,6.2,COc1ccc2c(-c3ccnc(Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)cnn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81A50>,454.09767832400007,7,1,4.976100000000002,yes
CHEMBL256518,6.2,c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81AC0>,288.112344384,6,1,2.9541000000000004,yes
CHEMBL4580131,6.2,Nc1nccc(-c2ccccc2)c1/N=C/c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81B30>,357.158960228,5,2,3.824900000000002,yes
CHEMBL253532,6.2,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)c1C,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81BA0>,420.22737413600004,7,1,2.6905400000000013,yes
CHEMBL471015,6.2,COC(=O)c1cccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81C10>,368.08307799199997,7,0,3.7504000000000026,yes
CHEMBL4442834,6.2,Nc1ncccc1NC(=O)c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81C80>,297.12257472000005,5,3,1.6595999999999997,yes
CHEMBL1630462,6.2,FC(F)(F)c1ccc(-c2nnc(Nc3ccccc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81CF0>,305.0775966,4,1,4.499000000000002,yes
CHEMBL1272270,6.2,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81D60>,382.126360448,5,1,4.358600000000003,yes
CHEMBL3735984,6.19,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(C(F)(F)F)cc4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81DD0>,446.1929607,4,2,4.232300000000004,yes
CHEMBL1080375,6.19,O=C1NN=C(c2ccccn2)/C1=N/Nc1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81E40>,299.05738762,5,2,2.037,yes
CHEMBL4632385,6.19,Cc1ccc2[nH]nc(C(=O)NCC3CCN(C(=O)Nc4ccccc4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81EB0>,391.20082504000004,3,3,3.5452200000000023,yes
CHEMBL75680,6.19,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81F20>,267.137162164,3,2,3.6731000000000016,yes
CHEMBL3735755,6.19,Cc1ccc2[nH]nc(C(=O)NCC3CCN(CC(=O)Nc4ccccc4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C81F90>,405.21647510400004,4,3,2.9518200000000014,yes
CHEMBL1682556,6.19,c1cn2c(NC3CCCCC3)c(-c3ccc4[nH]ncc4c3)nc2s1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74040>,337.136116608,5,2,4.683700000000003,yes
CHEMBL4788432,6.19,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C740B0>,703.206046636,12,4,1.6686000000000005,no
CHEMBL1081454,6.19,COc1ccc(N/N=C2\C(=O)NN=C2c2ccccn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74120>,295.10692465600005,6,2,1.3922,yes
CHEMBL4440048,6.19,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3cc(-c4ccccc4)no3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74190>,420.12561150000005,7,1,4.229900000000002,yes
CHEMBL4064316,6.18,CC(C)n1cc(-c2ccncc2)c2ccncc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74200>,237.12659748,3,0,3.6792000000000025,yes
CHEMBL1630489,6.18,COc1ccc(Nc2nnc(-c3ccc(OC)cc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74270>,297.11134134,6,1,3.4974000000000016,yes
CHEMBL559472,6.18,Cn1cc(C2=C(c3cn(CCCn4ccnc4)c4ccccc34)C(=O)NC2=O)c2ncccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C742E0>,450.180423944,7,1,3.3820000000000014,yes
CHEMBL4437018,6.18,O=C(Nc1cc(-c2[nH]c(SCc3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74350>,472.17331064,4,2,6.698800000000004,yes
CHEMBL3925481,6.18,COc1cc(C2=C(c3cn(CCN4CCOCC4)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C743C0>,491.20563564799994,8,1,2.5665000000000004,yes
CHEMBL1834111,6.18,Nc1c(F)c(NCCc2c[nH]c3ccccc23)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74430>,438.15034693999996,5,4,4.030900000000003,yes
CHEMBL1086782,6.18,CCCC(=O)Nc1n[nH]c2cc(-c3ccncc3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C744A0>,280.132411132,3,2,3.363500000000001,yes
CHEMBL1630475,6.17,CS(=O)(=O)c1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74510>,349.02878992399997,6,1,3.5371000000000015,yes
CHEMBL4277917,6.17,CCOC(O)(Nc1cccc(C(=O)O)c1)Nc1nc2c(s1)CC(N1C(=O)c3ccccc3C1=O)CC2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74580>,508.141655488,9,4,3.158900000000002,yes
CHEMBL4436862,6.17,O=C1NC(=S)N/C1=C/c1ccc(-c2ccc(Cl)c(Cl)c2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C745F0>,337.96835385599996,3,2,3.598600000000001,yes
CHEMBL3099839,6.17,O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ncccc23)=C1c1cn(CCCn2ccnc2)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74660>,564.2597368840001,10,1,2.962300000000001,yes
CHEMBL603197,6.17,Cc1n[nH]c2cnc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C746D0>,465.19132297600004,7,3,4.413420000000003,yes
CHEMBL595459,6.17,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cc2c(C)n[nH]c2cn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74740>,493.2226231040001,7,4,4.909040000000003,yes
CHEMBL1669586,6.17,O=C1OCC(Cc2ccc(O)c(O)c2)=C1c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C747B0>,298.084123548,5,3,2.3565000000000014,yes
CHEMBL513576,6.17,Fc1cccc(SCc2nnc(-c3ccc4c(c3)CCO4)o2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74820>,328.06817687599994,5,0,4.102900000000003,yes
CHEMBL3736404,6.17,COc1ccc2[nH]nc(C(=O)NCC3CCN(CC(=O)O)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74890>,346.16410518399994,5,3,1.0979,yes
CHEMBL574600,6.17,Cc1nc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)no1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74900>,338.072513308,5,0,4.1956200000000035,yes
CHEMBL1077670,6.16,Cc1cn(CC(C)C)c(-c2nonc2N)n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74970>,221.12766009999999,6,1,1.4797199999999997,yes
CHEMBL3408213,6.16,Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C749E0>,421.166938068,5,1,3.9090000000000016,yes
CHEMBL347580,6.16,COc1ccc(C2=C(N3CCc4ccccc43)C(=O)NC2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74A50>,320.11609237199997,4,1,2.1254,yes
CHEMBL2062564,6.16,CC(=O)Nc1ccc2cnn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74AC0>,372.14470713200006,8,2,2.47258,yes
CHEMBL521871,6.16,CN(C)CC(O)COc1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74B30>,490.24408682000006,11,2,2.0677999999999988,yes
CHEMBL261127,6.16,CCCC(=O)Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74BA0>,357.158960228,4,2,4.425500000000003,yes
CHEMBL254582,6.16,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)C(C)C2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74C10>,420.22737413600004,7,1,2.770620000000001,yes
CHEMBL2177176,6.16,COc1ccc(NC(=O)c2nc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)cnc2N)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74C80>,482.1736243120001,8,2,1.9227999999999994,yes
CHEMBL122899,6.16,O=c1[nH]c(=O)c2cc[nH]c2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74CF0>,151.0381764,2,3,-0.4555000000000002,yes
CHEMBL3110140,6.16,Cc1nn(-c2ccccc2)c2c1c1c(c3cccn32)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74D60>,316.096025624,5,1,2.4702200000000003,yes
CHEMBL4647220,6.16,C=CC(=O)Nc1cccc(C2=C(c3cn(C)c4cc(OC)ccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74DD0>,401.137556088,5,2,2.8785999999999996,yes
CHEMBL3735293,6.16,COc1ccc2[nH]nc(C(=O)NCC3CCN(CCC(=O)O)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74E40>,360.17975524799994,5,3,1.4879999999999995,yes
CHEMBL365286,6.16,CCn1c(-c2nonc2N)nc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74EB0>,229.096359972,6,1,1.6884,yes
CHEMBL1078820,6.16,Nc1nonc1-c1nc2ccccc2n1CC1CCC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74F20>,269.1276601,6,1,2.4686000000000003,yes
CHEMBL483465,6.15,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc3c(cc21)OCO3,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C74F90>,404.08084973599995,6,1,3.3595000000000015,yes
CHEMBL257992,6.15,Cc1ccccc1N1CCN(CCCNC(=O)c2nc(-c3cccnc3)no2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86040>,406.21172407200004,7,1,2.3821200000000005,yes
CHEMBL350435,6.15,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C860B0>,280.084792244,4,3,1.8717999999999997,yes
CHEMBL1630490,6.15,O=[N+]([O-])c1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86120>,327.060368388,8,1,3.2966000000000015,yes
CHEMBL5084003,6.15,CN(c1ncnc2[nH]c3cc(Cl)ccc3c12)[C@@H]1CCCN(CCC#N)C1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86190>,368.15162235200006,5,1,3.5787800000000027,yes
CHEMBL257993,6.15,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2C)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86200>,420.22737413600004,7,1,2.770620000000001,yes
CHEMBL4216485,6.15,O=C1Nc2ccccc2/C1=C1/S/C(=N/N=C2/C(=O)Nc3ccccc32)N(c2ccc(O)cc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86270>,481.08447496,7,3,3.5478000000000014,yes
CHEMBL3410098,6.14,O=C1CCCc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc2N1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C862E0>,321.14772684800005,3,2,3.371900000000002,yes
CHEMBL1086732,6.14,Cn1cc(C2=C(c3ccc(-c4ccccc4)cc3)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86350>,378.136827816,3,1,4.412500000000003,yes
CHEMBL1630477,6.14,N#Cc1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C863C0>,296.046488588,5,1,4.005280000000002,yes
CHEMBL1080544,6.14,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86430>,298.062138652,4,2,2.6420000000000003,yes
CHEMBL4855714,6.13,O=C(Nc1cncc(OC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C864A0>,471.227039788,6,2,4.120800000000003,yes
CHEMBL4446123,6.13,CCOC(=O)c1ncc(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86510>,300.122240372,5,2,1.9969,yes
CHEMBL4452978,6.13,O=C1NC(=S)N/C1=C/c1ccc(-c2ccc(C(=O)O)cc2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86580>,314.0361278,4,3,1.99,yes
CHEMBL254155,6.13,OC12CC3CC(C1)CC(n1nnc4cnc(N[C@H]5CC[C@H](O)CC5)nc41)(C3)C2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C865F0>,384.227374136,8,3,1.9768999999999992,yes
CHEMBL258721,6.12,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86660>,472.10689592399996,6,2,4.500900000000005,yes
CHEMBL253533,6.12,COc1nn(-c2ccccc2)c2nc(Nc3ccc(C(=O)O)cc3)ncc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C866D0>,361.11748934,7,2,3.2659000000000002,yes
CHEMBL3736458,6.12,CCCC(=O)NCCCN1CCC(CNC(=O)c2n[nH]c3ccc(OC)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86740>,415.258339916,5,3,2.319699999999999,yes
CHEMBL4643408,6.12,Cc1c[nH]c(-c2ncc(NCCNc3ccc(C#N)cc3)nc2-c2ccc(Cl)cc2Cl)n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C867B0>,463.10789896800003,6,3,5.544600000000003,yes
CHEMBL552265,6.12,Cn1cc(C2=C(c3cn(CCCN4CCOCC4)c4ccccc34)C(=O)NC2=O)c2ncccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86820>,469.211389724,7,1,2.817500000000001,yes
CHEMBL2064538,6.12,COC[C@@H]1COc2ccc(-c3nnc(SCc4ccc(-c5ccccc5C#N)cc4)o3)cc2O1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86890>,471.125277152,8,0,5.353780000000005,yes
CHEMBL4558089,6.12,N=C1NC(=O)/C(=C\c2ccc(-c3cccc(Cl)c3)o2)S1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86900>,304.007326208,4,2,3.738670000000001,yes
CHEMBL564033,6.12,Cn1cc(C2=C(c3nn(CCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86970>,470.20663869199996,8,1,2.2124999999999995,yes
CHEMBL5087421,6.12,CN(c1ncnc2[nH]c3cc(Cl)ccc3c12)C1CCCN(CCC#N)C1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C869E0>,368.15162235200006,5,1,3.5787800000000027,yes
CHEMBL77217,6.12,CC(C)c1c(-c2ccc(Cl)cc2)[nH]c2nccnc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86A50>,271.08762512799996,2,1,4.4017000000000035,yes
CHEMBL3901767,6.12,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)N[C@@H](CO)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86AC0>,397.179026976,3,3,3.962900000000002,yes
CHEMBL4532931,6.11,COc1ccc(CNC(=O)Nc2nc3ccc(C(=O)CBr)cc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86B30>,433.00957447200005,5,2,4.204200000000002,yes
CHEMBL1669585,6.11,O=C1OCC(Cc2ccc(O)cc2)=C1c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86BA0>,282.089208928,4,2,2.650900000000001,yes
CHEMBL1210405,6.11,N#Cc1cccc(-c2nc3c(NC(=O)C4CC4)ncnc3[nH]2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86C10>,304.107259004,5,2,2.24008,yes
CHEMBL380331,6.11,NS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86C80>,402.15864294400006,9,4,1.1971,yes
CHEMBL4101984,6.11,C[C@H]1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCN1Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86CF0>,376.201159388,7,0,1.9479999999999993,yes
CHEMBL250183,6.1,CCOC(=O)c1cc(NCc2cccnc2)n2ncc(Br)c2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86D60>,375.033086788,7,1,2.6756,yes
CHEMBL3091534,6.1,COc1cnccc1-c1cc(=O)n(C)c(N2CCO[C@@H](c3ccc(F)cc3)C2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86DD0>,396.15976875200005,7,0,2.5679000000000007,yes
CHEMBL3652542,6.1,Cc1nc(C2CCOCC2)nc(Nc2n[nH]c3ncc(F)cc23)c1C,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86E40>,342.160437448,6,2,3.141440000000001,yes
CHEMBL2022417,6.1,CCCCCc1n/c(=N\Cc2cccnc2)sn1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86EB0>,338.156517704,5,0,4.162400000000003,yes
CHEMBL364539,6.1,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86F20>,446.1466792040001,6,1,5.924120000000005,yes
CHEMBL483841,6.1,CC1=C(O)/C(=C/[C@H](C)CCC/C(C)=C/CCc2coc(Cc3ccoc3)c2)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C86F90>,410.2093240599999,5,1,6.421400000000006,yes
CHEMBL187287,6.1,CCCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C6E040>,414.1415938240001,7,1,4.7375000000000025,yes
CHEMBL186826,6.1,Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1C6E0B0>,456.110151464,8,1,5.021500000000003,yes
