molecule_chembl_id,pchembl_value,smiles,ROMol,MW,HBA,HBD,LogP,rule_of_five_conform
CHEMBL4787336,7.56,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EB30>,642.1532827920001,11,3,1.5007999999999995,no
CHEMBL599224,7.55,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EBA0>,369.19132297600004,7,2,0.49739999999999984,yes
CHEMBL470168,7.55,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1C#N,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EC10>,365.08341234,7,0,3.8440800000000026,yes
CHEMBL160586,7.55,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(Cl)c(C(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EC80>,387.02581272,6,3,2.426,yes
CHEMBL1682356,7.55,Clc1cc(Cl)cc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6ECF0>,343.0391507120001,4,1,4.1765000000000025,yes
CHEMBL4636306,7.55,COCc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCOCC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6ED60>,380.18484062799996,5,2,2.9277000000000015,yes
CHEMBL2391121,7.54,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EDD0>,413.08341233999994,7,0,5.296280000000003,yes
CHEMBL4098678,7.54,C[C@@H]1CNCCN1c1nc(-c2ccncc2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EE40>,285.158960228,6,1,0.6403999999999999,yes
CHEMBL1082011,7.52,COc1cccc(C2=NNC(=O)/C2=N\Nc2cccnc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EEB0>,295.10692465600005,6,2,1.3921999999999997,yes
CHEMBL559559,7.52,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4Cl)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EF20>,532.0738815440001,5,4,4.9764000000000035,yes
CHEMBL1081631,7.52,COc1ccc(N/N=C2\C(=O)NN=C2c2ccncc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E6EF90>,295.10692465600005,6,2,1.3922,yes
CHEMBL329505,7.52,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82040>,316.08234763200005,1,2,4.348300000000002,yes
CHEMBL405759,7.52,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E820B0>,318.11167568800005,5,3,3.705000000000002,yes
CHEMBL258081,7.52,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4ccccc4)cc3)c12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82120>,443.105210404,7,2,4.334800000000002,yes
CHEMBL3410093,7.52,COc1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82190>,318.078661308,6,2,1.6610999999999996,yes
CHEMBL361723,7.52,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccccc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82200>,436.16477388000004,8,1,4.676520000000004,yes
CHEMBL403405,7.52,COc1cccc(Nc2nccc(C3=C(c4ccccc4)NN4C=CC=CC34)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82270>,395.17461029200007,6,2,4.369400000000003,yes
CHEMBL3652547,7.52,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(C2CCOCC2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E822E0>,328.144787384,6,2,2.8330200000000003,yes
CHEMBL181959,7.52,COc1ccc(-c2cc3c(NC(=O)C4CCCC4)ncnc3o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82350>,337.142641468,5,1,4.027100000000002,yes
CHEMBL364197,7.52,Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3ccccc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E823C0>,414.1404509520001,6,1,5.183520000000003,yes
CHEMBL3661031,7.52,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(-c2ccccc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82430>,353.084351316,4,2,4.864420000000002,yes
CHEMBL3410109,7.52,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E824A0>,283.10692465600005,5,2,0.9859999999999999,yes
CHEMBL396327,7.52,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCc1ccc(c(N3CCCC3)n1)CCCn1cc2c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82510>,555.2634252960002,6,1,5.737400000000006,no
CHEMBL2048675,7.52,Cc1ccncc1NC(=O)c1ccnc2[nH]c(N3CCC(c4ccccc4)C3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82580>,398.185509324,5,2,3.9075200000000025,yes
CHEMBL311228,7.52,CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E825F0>,346.13088690800004,6,3,2.6303000000000005,yes
CHEMBL359963,7.52,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82660>,330.159294576,6,1,4.053300000000002,yes
CHEMBL3647952,7.52,CN1CCN(CCNC(=O)c2cc3c(NCCNc4ccc(C#N)cn4)nc(-c4ccc(Cl)cc4Cl)cn3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E826D0>,592.1981109400001,10,3,3.4709800000000017,yes
CHEMBL3401122,7.52,CC[C@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82740>,318.149204068,6,0,1.5966,yes
CHEMBL188785,7.52,COc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)cnn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E827B0>,376.1283883720001,9,1,2.7096999999999998,yes
CHEMBL3735967,7.51,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccnc4)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82820>,393.21647510400004,5,2,2.7131000000000007,yes
CHEMBL4633607,7.51,O=C(NC1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82890>,357.128883224,3,2,3.416900000000002,yes
CHEMBL1957953,7.51,O=C(O)COc1cccc(CCCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4)nc23)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82900>,479.124798484,5,4,4.414900000000003,yes
CHEMBL103421,7.51,CCN1CCOCCN(CC)CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82970>,583.315854792,8,1,3.8538000000000023,yes
CHEMBL4643095,7.51,NCCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E829E0>,396.15862588,5,2,3.105500000000001,yes
CHEMBL333829,7.51,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82A50>,353.08341234000005,6,2,2.0473999999999997,yes
CHEMBL4873612,7.51,O=C(Nc1cncc(OCC2CCN(Cc3ccc(F)cc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82AC0>,503.23326804,6,2,4.507500000000004,yes
CHEMBL1081616,7.51,COc1cccc(C2=C(c3cn(C)c4cc(F)ccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82B30>,350.10667056,4,1,2.8932,yes
CHEMBL4799661,7.51,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82BA0>,697.279486348,13,3,4.648000000000004,no
CHEMBL1834324,7.51,CC(C)[C@@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82C10>,441.18123246799996,8,4,2.9295,yes
CHEMBL1834125,7.51,COc1c(NCCNc2cccc3ccccc23)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82C80>,476.18598349999996,7,4,4.441700000000003,yes
CHEMBL430694,7.51,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82CF0>,397.142641468,5,2,3.139100000000001,yes
CHEMBL1969664,7.51,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82D60>,334.142975816,5,2,2.639380000000001,yes
CHEMBL3919553,7.5,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82DD0>,368.16371126,3,2,3.9970000000000026,yes
CHEMBL2391125,7.5,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c(C#N)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82E40>,457.10962708799997,8,0,5.347380000000004,yes
CHEMBL5186025,7.49,O=C1Nc2ccc(Br)cc2/C1=N/NC(=O)c1cc2cc(Br)ccc2o1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82EB0>,460.90106534800003,4,2,4.044000000000002,yes
CHEMBL4641148,7.48,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cnccc3CO)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82F20>,366.16919056399996,5,3,2.2736,yes
CHEMBL1940900,7.48,C[C@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(N)=O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E82F90>,412.16591675200004,8,4,1.6940999999999997,yes
CHEMBL106384,7.48,CN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62040>,511.25833991600007,7,1,3.0570000000000013,yes
CHEMBL562416,7.48,Cc1cc(Nc2nc(Sc3cccc(Cl)c3)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E620B0>,367.06584412800004,5,2,5.209520000000003,yes
CHEMBL442802,7.47,CC(=O)NCCSc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62120>,418.15758032400004,7,2,3.6316000000000024,yes
CHEMBL2071201,7.47,Cn1cc(Nc2ncc(Br)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62190>,403.075620296,7,3,1.8041,yes
CHEMBL4648050,7.47,C=CC(=O)Nc1cccc(C2=C(c3cn(C(C)C)c4ncccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62200>,400.15354049999996,5,2,3.3089000000000004,yes
CHEMBL340776,7.47,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCOCCn1cc2c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62270>,487.1855689,9,1,2.0165999999999995,yes
CHEMBL4288850,7.47,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCNc1c2c(nc3ccccc13)CCCC2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E622E0>,528.194359756,8,3,4.570400000000004,yes
CHEMBL574588,7.47,Cc1ccc(-c2ccc3occ(-c4ccc([S@+](C)[O-])cc4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62350>,336.08201537199994,3,0,5.405620000000004,yes
CHEMBL3401130,7.46,Cn1c(N2CCO[C@H]3CCC[C@@H]32)nc(-c2ccncc2F)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E623C0>,330.149204068,6,0,1.7390999999999999,yes
CHEMBL398621,7.46,Clc1ccccc1-c1cc(NCOc2cccnc2)n2ncc(Br)c2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62430>,428.99919981600016,6,1,4.655600000000002,yes
CHEMBL522751,7.46,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(I)ccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E624A0>,467.99709027600005,4,1,4.096300000000002,yes
CHEMBL495039,7.46,COc1cc(NCCCN)c2nccc(C)c2c1Oc1cccc(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62510>,405.16641160399996,5,2,5.123620000000003,yes
CHEMBL260243,7.46,O=C(Nc1n[nH]c2cc(-c3ccoc3)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62580>,267.100776656,3,2,3.171400000000001,yes
CHEMBL1081128,7.46,COc1cccc(C2=C(c3cn(C)c4cc(C)ccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E625F0>,346.13174243599997,4,1,3.062520000000001,yes
CHEMBL574591,7.46,Cc1ccc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62660>,336.08201537199994,3,0,5.405620000000004,yes
CHEMBL301138,7.46,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E626D0>,342.100442308,4,1,3.4917000000000016,yes
CHEMBL574159,7.46,CC[S+]([O-])c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62740>,350.09766543599994,3,0,5.795720000000005,yes
CHEMBL2391100,7.46,CC(=O)Nc1cc(-c2nnc(SCc3ccccc3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E627B0>,326.08374668799996,6,1,3.3823000000000016,yes
CHEMBL1081278,7.46,COc1cccc(N/N=C2\C(=O)NN=C2c2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62820>,294.111675688,5,2,1.9971999999999996,yes
CHEMBL4536012,7.46,CCc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62890>,350.15428944800004,3,2,4.1887000000000025,yes
CHEMBL2386105,7.45,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)c(F)cc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62900>,422.107813432,5,1,3.8793000000000024,yes
CHEMBL1241659,7.44,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCCc1ccc(s1)CCCn1cc2c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62970>,493.15724597600007,7,1,4.593700000000005,yes
CHEMBL2064520,7.44,COC(=O)c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E629E0>,384.07799261199995,8,0,3.586700000000002,yes
CHEMBL1940905,7.44,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCC1)CCO2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62A50>,453.1812324679999,8,4,3.0017000000000014,yes
CHEMBL549804,7.44,CCCCNc1nccc(-c2cc(C(=O)NCCCc3cccnc3)c(=O)[nH]n2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62AC0>,407.2069730400001,7,3,2.1965,yes
CHEMBL3398203,7.44,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1cn(CCCn2ccnc2)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62B30>,437.1600228480001,8,1,2.5380000000000003,yes
CHEMBL4875188,7.44,COc1ccccc1C1=C(Nc2cccc(C#N)c2)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62BA0>,319.095691276,5,2,2.0464799999999994,yes
CHEMBL260663,7.44,O=C(Nc1n[nH]c2nc(-c3ccccc3O)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62C10>,294.111675688,4,3,2.6790000000000003,yes
CHEMBL392167,7.43,CN(C)c1nc2ccc1CCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CCC2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62C80>,529.247775232,6,1,5.203200000000004,no
CHEMBL324268,7.43,COc1ccccc1C1=C(c2cn(CCCN)c3ncccc23)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62CF0>,376.15354049999996,6,2,1.9608999999999996,yes
CHEMBL4787590,7.43,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62D60>,667.268921664,12,3,4.673900000000003,no
CHEMBL1940906,7.43,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCO2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62DD0>,439.1655824039999,8,4,2.6116,yes
CHEMBL3410088,7.43,Cc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62E40>,302.08374668799996,5,2,1.9609199999999998,yes
CHEMBL4764558,7.42,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccc(F)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62EB0>,523.20533904,7,2,4.472700000000004,yes
CHEMBL3670690,7.42,O=C(NCc1ccccc1)Nc1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62F20>,270.100442308,3,2,2.737000000000001,yes
CHEMBL578628,7.42,CCS(=O)(=O)c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E62F90>,366.092580056,4,0,5.461820000000004,yes
CHEMBL3093033,7.42,Cc1cccc(C(=O)CNc2nc(-c3ccncc3)cc(=O)n2C)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69040>,334.142975816,6,1,2.44552,yes
CHEMBL4454448,7.42,Nc1ncc(-c2ccncc2)cc1/N=C/c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E690B0>,358.15420919599995,6,2,3.2199000000000018,yes
CHEMBL181464,7.42,CN(C)C(=O)N1CCn2cc(C3=C(c4ccn5ncccc45)C(=O)NC3=O)c3cccc(c32)C1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69120>,454.17533856399996,6,1,2.3533999999999997,yes
CHEMBL4645145,7.41,O=C(NC1CCS(=O)(=O)CC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69190>,405.09586884400005,4,2,2.815100000000001,yes
CHEMBL1079967,7.41,COc1cccc(C2=NNC(=O)/C2=N\Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69200>,294.111675688,5,2,1.9971999999999996,yes
CHEMBL3093049,7.41,Cn1c(NCCC2CCCCC2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69270>,312.19501138799995,5,1,3.2246000000000015,yes
CHEMBL4452444,7.41,NC(=O)c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E692E0>,365.128802972,4,3,2.725200000000001,yes
CHEMBL3735061,7.41,O=C(NCC1CCN(CCc2ccccc2)CC1)c1n[nH]c2ccc(-c3cccnc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69350>,439.23721054800006,4,2,4.309400000000004,yes
CHEMBL2064533,7.41,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E693C0>,413.08341233999994,7,0,5.296280000000003,yes
CHEMBL540245,7.41,O=C(NCc1ccc(Cl)cc1)c1cc(-c2ccc(O)c(F)c2)n[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69430>,373.062947176,4,3,2.865,yes
CHEMBL1682345,7.41,c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E694A0>,275.117095416,4,1,2.8697,yes
CHEMBL4785004,7.41,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c2)nc1OCC1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69510>,615.2627736640001,10,4,4.429300000000004,yes
CHEMBL260231,7.41,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69580>,361.983694072,4,2,3.7974000000000014,yes
CHEMBL562089,7.4,O=C(CN1CCOCC1)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E695F0>,517.2125325960001,6,4,3.317800000000001,yes
CHEMBL434729,7.4,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69660>,446.1466792040001,6,1,5.924120000000004,yes
CHEMBL5172659,7.4,COc1ccc2c(c1)/C(=N/NC(=O)c1cc3cc(Br)ccc3o1)C(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E696D0>,413.001117964,5,2,3.2901000000000007,yes
CHEMBL321529,7.4,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCN(CCO)CCOCCn1cc2c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69740>,528.237270124,8,2,2.5043000000000006,yes
CHEMBL189288,7.4,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E697B0>,484.08263497600007,6,1,6.4082000000000034,yes
CHEMBL4638292,7.4,Nc1ncc(-c2ccccc2)nc1C(=O)Nc1cnccc1N1CCC(C(=O)O)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69820>,418.17533856399996,7,3,2.6741,yes
CHEMBL3969996,7.4,O=C1N/C(=N/c2ccccc2)S/C1=C\c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69890>,298.057612192,3,1,3.7173000000000016,yes
CHEMBL2177142,7.4,COc1cc(C2=C(c3c[nH]c4ccncc34)C(=O)NC2=O)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69900>,379.116820644,6,2,2.155899999999999,yes
CHEMBL319467,7.4,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69970>,402.1474095640001,7,3,2.7030000000000003,yes
CHEMBL1099276,7.4,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CN)c3ccccc3)cc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E699E0>,447.20188766,10,3,2.2846,yes
CHEMBL2386103,7.4,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)ccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69A50>,404.117235244,5,1,3.7402000000000024,yes
CHEMBL191384,7.4,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69AC0>,372.11571551200007,7,2,3.936180000000003,yes
CHEMBL1940977,7.4,C[C@H]1COc2c(NCCCc3ccccc3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69B30>,411.1594344039999,6,3,3.419100000000001,yes
CHEMBL3735459,7.4,O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(Cl)c4Cl)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69BA0>,460.10689592399996,4,3,4.063100000000002,yes
CHEMBL3736449,7.4,Cc1ccc(-c2ccc3[nH]nc(C(=O)NCC4CCN(CCc5ccccc5)CC4)c3c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69C10>,453.25286061200006,4,2,4.6178200000000045,yes
CHEMBL4749327,7.39,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OC,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69C80>,545.220908852,9,4,3.640500000000002,yes
CHEMBL2386099,7.39,NCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)ccc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69CF0>,389.11756959199994,5,2,3.052500000000001,yes
CHEMBL1099297,7.39,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CCN)c3ccccc3)cc21,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69D60>,461.217537724,10,3,2.6747000000000005,yes
CHEMBL3401124,7.39,C[C@@H]1CO[C@@H](C)CN1c1nc(-c2ccncc2F)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000022DE1E69DD0>,318.149204068,6,0,1.5949999999999998,yes
