molecule_chembl_id,pchembl_value,relation,type,value
CHEMBL3764532,5.02,=,IC50,9.63
CHEMBL249734,5.01,=,IC50,9.82
CHEMBL4780397,5.01,=,IC50,9.75
CHEMBL3765711,5.01,=,IC50,9.66
CHEMBL3093045,5.01,=,IC50,9800.0
CHEMBL4590543,5.01,=,IC50,9.85
CHEMBL286009,5.00,=,IC50,10.0
CHEMBL99779,5.00,=,IC50,10.0
CHEMBL284365,5.00,=,IC50,10.0
CHEMBL140045,5.00,=,IC50,10.0
CHEMBL24693,5.00,=,IC50,10.0
CHEMBL142764,5.00,=,IC50,10.0
CHEMBL3928145,5.00,=,IC50,10000.0
CHEMBL513330,5.00,=,IC50,10.0
CHEMBL1802401,5.00,=,IC50,9.95
CHEMBL24338,5.00,=,IC50,10.0
CHEMBL4757059,5.00,=,IC50,9.89
CHEMBL4203890,5.00,=,IC50,10.0
CHEMBL26616,5.00,=,IC50,10.0
CHEMBL4217077,5.00,=,IC50,10.1
CHEMBL1352577,5.00,=,IC50,10.0
CHEMBL3358803,5.00,=,IC50,10.0
CHEMBL403233,4.99,=,IC50,10.2
CHEMBL403562,4.98,=,IC50,10.4
CHEMBL1077282,4.98,=,IC50,10.546
CHEMBL4065388,4.97,=,IC50,10.69
CHEMBL2203563,4.97,=,IC50,10.8
CHEMBL403404,4.97,=,IC50,10.6
CHEMBL290211,4.96,=,IC50,11.0
CHEMBL1085918,4.96,=,IC50,10.892
CHEMBL261249,4.96,=,IC50,11.0
CHEMBL203571,4.96,=,IC50,11.0
CHEMBL518732,4.96,=,IC50,11.0
CHEMBL4279439,4.94,=,IC50,11.4
CHEMBL3120496,4.94,=,IC50,11.6
CHEMBL4064706,4.93,=,IC50,11.7
CHEMBL323012,4.93,=,IC50,11.7
CHEMBL2029696,4.93,=,IC50,11.8
CHEMBL40004,4.92,=,IC50,12.0
CHEMBL77458,4.92,=,IC50,12.0
CHEMBL4750854,4.92,=,IC50,11.9
CHEMBL178268,4.92,=,IC50,12.0
CHEMBL564815,4.91,=,IC50,12.27
CHEMBL4079572,4.91,=,IC50,12.3
CHEMBL1085919,4.91,=,IC50,12.247
CHEMBL559241,4.91,=,IC50,12.44
CHEMBL4204026,4.91,=,IC50,12.45
CHEMBL558317,4.91,=,IC50,12.45
CHEMBL4098364,4.90,=,IC50,12.7
CHEMBL3764465,4.89,=,IC50,12.81
CHEMBL4436958,4.89,=,IC50,12.75
CHEMBL567824,4.89,=,IC50,13.0
CHEMBL4207133,4.89,=,IC50,12.94
CHEMBL1097974,4.88,=,IC50,13200.0
CHEMBL400239,4.88,=,IC50,13.31
CHEMBL1801631,4.87,=,IC50,13.4
CHEMBL460627,4.87,=,IC50,13.5
CHEMBL4289709,4.87,=,IC50,13.6
CHEMBL559040,4.87,=,IC50,13.58
CHEMBL1518160,4.86,=,IC50,13.68
CHEMBL432684,4.86,=,IC50,13.7
CHEMBL4066075,4.86,=,IC50,13.86
CHEMBL92361,4.85,=,IC50,14.0
CHEMBL4746644,4.85,=,IC50,14.05
CHEMBL38043,4.85,=,IC50,14.1
CHEMBL3752684,4.83,=,IC50,14.7
CHEMBL183408,4.83,=,Ki,14.8
CHEMBL4087456,4.82,=,IC50,15.29
CHEMBL103006,4.82,=,IC50,15.3
CHEMBL1201279,4.82,=,IC50,15.0
CHEMBL305627,4.82,=,IC50,15.0
CHEMBL77416,4.82,=,IC50,15.0
CHEMBL104264,4.82,=,IC50,15.0
CHEMBL259141,4.82,=,IC50,15.0
CHEMBL249947,4.82,=,IC50,15.2
CHEMBL4790790,4.81,=,IC50,15.39
CHEMBL1834321,4.80,=,IC50,16000.0
CHEMBL3978908,4.80,=,IC50,15.79
CHEMBL330398,4.80,=,IC50,16.0
CHEMBL3971275,4.80,=,IC50,15.7
CHEMBL4090889,4.80,=,IC50,15.84
CHEMBL4214720,4.80,=,Ki,16.0
CHEMBL3818247,4.79,=,IC50,16184.0
CHEMBL1085920,4.78,=,IC50,16.784
CHEMBL252672,4.78,=,IC50,16.6
CHEMBL1084692,4.77,=,IC50,17.103
CHEMBL4279567,4.77,=,IC50,17.0
CHEMBL111895,4.77,=,IC50,17.0
CHEMBL1834122,4.77,=,IC50,17000.0
CHEMBL3763264,4.77,=,IC50,16.99
CHEMBL476851,4.77,=,IC50,17.0
CHEMBL4284111,4.75,=,IC50,18.0
CHEMBL4283032,4.75,=,IC50,18.0
CHEMBL76427,4.75,=,IC50,18.0
CHEMBL1668411,4.75,=,IC50,18.0
CHEMBL3969394,4.75,=,IC50,18.0
CHEMBL4064819,4.75,=,IC50,17.9
CHEMBL4290418,4.75,=,IC50,18.0
CHEMBL140,4.75,=,IC50,17.95
CHEMBL394683,4.74,=,IC50,18.23
CHEMBL4210679,4.74,=,IC50,18.03
CHEMBL290184,4.74,=,IC50,18.2
CHEMBL4078439,4.73,=,IC50,18.6
CHEMBL4293500,4.72,=,IC50,19.0
CHEMBL4785368,4.72,=,IC50,18.95
CHEMBL362296,4.72,=,Ki,19.0
CHEMBL4076026,4.72,=,IC50,18.9
CHEMBL523586,4.70,=,IC50,20000.0
CHEMBL360866,4.70,=,Ki,19.9
CHEMBL4465183,4.70,=,IC50,20.0
CHEMBL26101,4.70,=,IC50,20.0
CHEMBL77267,4.70,=,IC50,20.0
CHEMBL4443876,4.70,=,IC50,19.96
CHEMBL4278749,4.70,=,IC50,20.0
CHEMBL202695,4.70,=,IC50,20.0
CHEMBL4287006,4.70,=,IC50,20.0
CHEMBL1084693,4.69,=,IC50,20.532
CHEMBL277294,4.69,=,IC50,20.22
CHEMBL1910509,4.68,=,IC50,21.0
CHEMBL4287420,4.68,=,IC50,21.0
CHEMBL1957944,4.68,=,EC50,21.0
CHEMBL4205360,4.67,=,IC50,21.2
CHEMBL178179,4.66,=,IC50,22.0
CHEMBL4282621,4.66,=,IC50,22.0
CHEMBL1802963,4.65,=,IC50,22.45
CHEMBL4081419,4.65,=,IC50,22.4
CHEMBL552406,4.65,=,IC50,22.46
CHEMBL408732,4.64,=,IC50,23000.0
CHEMBL185516,4.64,=,Ki,23.0
CHEMBL428968,4.64,=,IC50,23000.0
CHEMBL40835,4.64,=,IC50,23000.0
CHEMBL40493,4.64,=,IC50,23000.0
CHEMBL290147,4.64,=,IC50,23000.0
CHEMBL414128,4.64,=,IC50,23.0
CHEMBL4097321,4.64,=,IC50,22.9
CHEMBL2163999,4.64,=,IC50,23.0
CHEMBL2334795,4.64,=,IC50,23.0
CHEMBL3648680,4.64,=,IC50,23.0
CHEMBL4070897,4.63,=,IC50,23.2
CHEMBL2071610,4.62,=,IC50,24.2
CHEMBL4166095,4.61,=,IC50,24.36
CHEMBL595061,4.60,=,IC50,25.0
CHEMBL4277682,4.60,=,IC50,25.0
CHEMBL4294290,4.60,=,IC50,25.0
CHEMBL2207940,4.60,=,IC50,25.0
CHEMBL399493,4.60,=,IC50,25.0
CHEMBL1083528,4.60,=,IC50,25.038
CHEMBL25829,4.60,=,IC50,25.0
CHEMBL445757,4.60,=,IC50,25.0
CHEMBL497398,4.60,=,IC50,25.0
CHEMBL497196,4.60,=,IC50,25.0
CHEMBL495771,4.60,=,IC50,25.0
CHEMBL343821,4.60,=,IC50,25.0
CHEMBL496778,4.60,=,IC50,25.0
CHEMBL523747,4.60,=,IC50,25.0
CHEMBL2203554,4.59,=,IC50,25.6
CHEMBL4217051,4.59,=,IC50,25.6
CHEMBL1834124,4.58,=,IC50,26000.0
CHEMBL2207939,4.57,=,IC50,27.0
CHEMBL399121,4.57,=,IC50,26.9
CHEMBL4793155,4.57,=,IC50,26.96
CHEMBL4287484,4.57,=,IC50,27.0
CHEMBL78264,4.57,=,IC50,27.0
CHEMBL4290903,4.57,=,IC50,27.0
CHEMBL4073006,4.57,=,IC50,27.1
CHEMBL4102694,4.56,=,IC50,27.3
CHEMBL2334793,4.56,=,IC50,27.8
CHEMBL4281295,4.55,=,IC50,28.0
CHEMBL4634634,4.55,=,IC50,28.11
CHEMBL180814,4.55,=,IC50,28.0
CHEMBL290436,4.54,=,IC50,29.0
CHEMBL206109,4.54,=,IC50,29.0
CHEMBL40022,4.54,=,IC50,29.0
CHEMBL4060722,4.53,=,IC50,29.7
CHEMBL572922,4.52,=,IC50,30.0
CHEMBL2312646,4.52,=,IC50,30.0
CHEMBL2312652,4.52,=,IC50,30.0
CHEMBL2071613,4.52,=,IC50,30.1
CHEMBL2312649,4.52,=,IC50,30.0
CHEMBL1096636,4.52,=,IC50,30000.0
CHEMBL1096292,4.52,=,IC50,30000.0
CHEMBL2312645,4.52,=,IC50,30.0
CHEMBL188794,4.51,=,Ki,31.0
CHEMBL563143,4.51,=,IC50,30.6
CHEMBL2071609,4.51,=,IC50,30.8
CHEMBL2071607,4.51,=,IC50,30.8
CHEMBL4102903,4.51,=,IC50,31.01
CHEMBL4294291,4.50,=,IC50,32.0
CHEMBL524901,4.50,=,IC50,32.0
CHEMBL186213,4.50,=,Ki,31.6
CHEMBL1336,4.49,=,IC50,32.64
CHEMBL4286404,4.48,=,IC50,33.0
CHEMBL4082108,4.48,=,IC50,33.4
CHEMBL4090172,4.48,=,IC50,33.4
CHEMBL4449662,4.47,=,IC50,33800.0
CHEMBL26551,4.46,=,IC50,35.0
CHEMBL4293899,4.46,=,IC50,35.0
CHEMBL4289675,4.46,=,IC50,35.0
CHEMBL4279766,4.46,=,IC50,35.0
CHEMBL2435289,4.45,=,IC50,35.68
CHEMBL209148,4.44,=,IC50,36.0
CHEMBL103667,4.43,=,IC50,37.0
CHEMBL2334794,4.42,=,IC50,37.8
CHEMBL2203565,4.42,=,IC50,38.1
CHEMBL2334799,4.40,=,IC50,40.0
CHEMBL2207941,4.40,=,IC50,40.0
CHEMBL361348,4.40,=,IC50,40.0
CHEMBL3358804,4.40,=,IC50,40.0
CHEMBL2435287,4.40,=,IC50,40.18
CHEMBL2435286,4.38,=,IC50,42.18
CHEMBL206659,4.37,=,IC50,43.0
CHEMBL2334786,4.37,=,IC50,42.7
CHEMBL2071612,4.35,=,IC50,44.5
CHEMBL4083384,4.35,=,IC50,44.3
CHEMBL4640598,4.35,=,IC50,44.48
CHEMBL4289419,4.35,=,IC50,45.0
CHEMBL4094063,4.34,=,IC50,45.9
CHEMBL9352,4.34,=,IC50,45.7
CHEMBL4641672,4.33,=,IC50,46.5
CHEMBL4075286,4.33,=,IC50,46.7
CHEMBL4287074,4.32,=,IC50,48.0
CHEMBL2207946,4.32,=,IC50,47.5
CHEMBL4277428,4.31,=,IC50,49.0
CHEMBL1801620,4.30,=,IC50,50.0
CHEMBL105712,4.30,=,IC50,50.0
CHEMBL2313844,4.30,=,IC50,50.0
CHEMBL1081198,4.30,=,IC50,50.0
CHEMBL361231,4.30,=,IC50,50.0
CHEMBL143525,4.30,=,IC50,50.0
CHEMBL382607,4.30,=,IC50,50.0
CHEMBL4215567,4.30,=,IC50,50.0
CHEMBL4213595,4.30,=,IC50,50.0
CHEMBL4204473,4.30,=,IC50,50.0
CHEMBL359135,4.30,=,IC50,50.0
CHEMBL4277269,4.29,=,IC50,51.0
CHEMBL4062211,4.29,=,IC50,51.7
CHEMBL2203564,4.27,=,IC50,53.3
CHEMBL2420911,4.26,=,IC50,55.0
CHEMBL2071614,4.22,=,IC50,60.0
CHEMBL77002,4.22,=,IC50,60.0
CHEMBL284125,4.19,=,IC50,65.0
CHEMBL571525,4.19,=,IC50,65.0
CHEMBL4285999,4.18,=,IC50,66.0
CHEMBL2334798,4.17,=,IC50,67.8
CHEMBL4073420,4.17,=,IC50,68.3
CHEMBL24773,4.16,=,IC50,70.0
CHEMBL2334797,4.15,=,IC50,71.3
CHEMBL2334789,4.13,=,IC50,73.9
CHEMBL4100927,4.13,=,IC50,74.9
CHEMBL2334791,4.13,=,IC50,73.7
CHEMBL4280203,4.12,=,IC50,75.0
CHEMBL596364,4.12,=,IC50,75.0
CHEMBL142327,4.12,=,IC50,75.0
CHEMBL25927,4.12,=,IC50,75.0
CHEMBL2334790,4.12,=,IC50,76.1
CHEMBL2207938,4.11,=,IC50,77.2
CHEMBL1448,4.11,=,IC50,77.5
CHEMBL4290490,4.10,=,IC50,80.0
CHEMBL2334796,4.09,=,IC50,81.5
CHEMBL312065,4.07,=,IC50,85.0
CHEMBL4279152,4.05,=,IC50,90.0
CHEMBL449317,4.00,=,IC50,100.0
CHEMBL3745772,4.00,=,IC50,100.0
CHEMBL1801613,4.00,=,IC50,100.0
CHEMBL1801612,4.00,=,IC50,100.0
CHEMBL26000,4.00,=,IC50,100.0
CHEMBL4294709,4.00,=,IC50,100.0
CHEMBL451532,4.00,=,IC50,100.0
CHEMBL3986013,3.49,=,IC50,322.0
CHEMBL48082,3.46,=,IC50,350.0
CHEMBL50226,3.38,=,IC50,420.0
CHEMBL2207943,3.32,=,IC50,480.0
CHEMBL2207942,3.08,=,IC50,830.0
CHEMBL2386094,10.89,=,IC50,0.013
CHEMBL4084855,10.00,=,IC50,0.1
CHEMBL3895998,10.00,=,IC50,0.1
